序號,學科術語,參考解釋,第1階段,第2階段,第3階段,第4階段,第5階段,臺灣台語詞彙,臺羅
100138,小家庭,一種家庭結構形態，由一對夫妻以及共同居住的未婚子女組成，也稱為「核心家庭」。,,,社會-社會,社會-公民與社會,,小家庭 細口灶 小家口 少頭喙,sió-ka-tîng sè-kháu-tsàu sió-ka-kháu tsió thâu-tshuì
100139,小時,時間的計量單位。1小時等於60分鐘，也等於3600秒。,數學-數學,,數學-數學,,,點鐘 小時,tiám-tsing sió-sî
100140,小琉球,琉球嶼，俗稱小琉球，為臺灣屏東縣東港鎮西南方的珊瑚礁島嶼。目前全境均屬臺灣屏東縣琉球鄉管轄，亦納入大鵬灣國家風景區範圍之內。,,,社會-社會,,,小琉球,Sió-liû-khiû Sió-liû-kiû
100141,小馬達,一種將電能轉變為機械能的發動機。為英語motor的意譯。主要功能是產生動力，基本構造與發電機差不多，但工作原理相反。廣用於電扇、電車等，是近代工業上的重要動力裝備。,,自然科學-自然科學,,自然科學-理化,,細粒mòo-tah,sè lia̍p mòo-tah
100142,小動物,這類年幼生物多可自行攝食有機物以維生，有神經、感覺，並具運動能力。生存範圍遍及世界各處。,社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程,社會-社會,,,,小動物 細隻動物,sió-tōng-bu̍t sè tsiah tōng-bu̍t
100143,小喇叭,樂器名。是一種銅管樂器，常用於古典音樂及爵士樂，是銅管樂器家族中音域最高的樂器之一。以筒狀銅管彎曲而成，有一杯型吹口，尾端擴大為喇叭口。演奏時用嘴抵住吹口吹氣，振動管內氣流發聲。音色響亮透澈，變化豐富。也稱為「小號」。,,,藝術-藝術,藝術-音樂,,小吹,sió-tshue
100144,小提琴,樂器名。由早期的弓弦樂器發展而來。琴身主要是由一個木製的共鳴箱及一個長的琴桿所構成，正中央有四根弦，是小提琴的發聲來源。音色優美，是理想的獨奏樂器，亦適用於合奏。也稱為「四弦琴」。,,藝術-藝術,,藝術-音樂,藝術-音樂,bai-óo-lín 小提琴,bai-óo-lín sió-thê-khîm
100145,小節,計算音樂節拍的單位。,,藝術-藝術,,,,小節,sió-tsiat
100146,小號,樂器名。屬銅管樂器。有一杯狀的吹口和一狹長的圓柱型銅管，末端擴展成鐘型的喇叭口，音質嘹亮。,,,藝術-藝術,,藝術-音樂,小喇叭,sió-lá-pah
100147,小熊座,小熊座（Ursa Minor）是北天星座之一。與大熊座一樣，小熊座的尾巴也可被視為斗（或勺）的手柄，因此有「小北斗」之稱。,,,自然科學-自然科學,,,小熊座,Siáu-hîm-tsō Sió-hîm-tsō
100148,小說,專門描寫人物故事，有完整布局、情節發展及一貫主題的文學作品。,,語文-國語文,語文-國語文,語文-國語文,語文-國語文,小說,sió-suat siáu-suat
100149,小說家,1.古代採集民間傳說議論，藉以考察民情風俗的人，為九流十家之一。 2.善於寫小說的作家。,,語文-國語文,,語文-國語文,,小說家,sió-suat-ka siáu-suat-ka
100150,小數,數學上指小於整數1的數，即在小數點右邊的數。,數學-數學,數學-數學,,數學-數學,數學-數學,小數,sió-sòo
100151,小數四則,1.在一個算式中，有括號時，括號內的算式先進行。 2.當算式中沒有括號且只有加減或乘除的運算時，由左而右逐步進行。 3.當算式中沒有括號而同時有乘（除）和加（減）運算時，先進行乘（除）運算再進行加（減）運算。,數學-數學,,,,,小數四則,sió-sòo sì-tsik
100152,小數位數,小數位數是指數字中小數點右方的位數。例如：3.2，其中2就稱為「小數位數」。,數學-數學,,,數學-數學,,小數位數,sió-sòo uī sòo
100153,小數倍,非整數含有小數點之倍數。,數學-數學,,,,,小數倍,sió-sòo-puē
100154,小數除法,小於整數1的數的除法計算。,數學-數學,,,,,小數除法,sió-sòo tî-huat
100155,小數點,指標寫數字時，整數與小數分界處所標記的點。是表示小數部分開始的符號。,數學-數學,數學-數學,,數學-數學,數學-數學,小數點,sió-sòo-tiám
100156,小篆,秦統一天下後，因各國語言文字互異，始皇為使文字規範化，遂令丞相李斯等人，在大篆的基礎上，加以省改，頒行全國。小篆字體較大篆字體簡化、整齊。今存於世的秦泰山、瑯琊臺兩塊殘石，稍可見小篆風貌。,,,語文-國語文,語文-國語文,,小篆,sió-thuàn
100157,小調,一種流傳於民間的俚俗歌曲。題材廣泛，曲調流暢，並多用襯字、襯句來擴充音樂結構，以加強情感的表達。,,,藝術-藝術,藝術-音樂,藝術-音樂,歌仔,kua-á
100158,小齒輪,周緣呈齒狀排列的輪狀物。一齒輪的轉動，可因齒的嚙合，帶動另一齒輪的轉動，而傳遞動力或改變轉速。,,,自然科學-自然科學,,,細車齒 細gí仔 細狗齒仔 細齒輪,sè-tshia-khí sè-gí-á sè-káu-khí-á sè-khí-lûn
100159,小學,實施初等教育的學校。,健康與體育,綜合活動-綜合活動,社會-社會 綜合活動-綜合活動,,,小學  國校,sió-ha̍k sió-o̍h kok-hāu
100160,小學校,小學校來自日語，即「小學」之意，為臺灣日治時期，自1898年起，以中央或地方經費所開設的兒童義務教育學校學制之一。,,,社會-社會,社會-歷史,社會-歷史,小學校,sió-ha̍k-hāu
100161,小聲,指將音量降低到一定程度。,,藝術-藝術,,,,細聲,sè-siann
100162,小蘇打水,小蘇打粉跟水混合後的液體。即碳酸氫鈉的水，碳酸氫鈉分子為NaHCO3，在水中可以解離出HCO3-，因而呈鹼性。 ,,自然科學-自然科學,自然科學-自然科學,自然科學-理化,,小蘇打水,sió-soo-tánn-tsuí
100163,山地,山岳重疊的地帶、多山的地方，或稱高山上。,,社會-社會,社會-社會,社會-地理,社會-地理,山地,suann-tē san-tē
100164,山脈,山巒相連並依一定方向起伏延伸，狀似脈絡而成系統的山群。,,,社會-社會,社會-地理,社會-地理,山脈 山嶺,suann-me̍h suann-niá
100165,工作人口,「工作人口」又稱為「勞動人口」，是經濟學上對能夠被僱傭潛力的社會人群指稱。在法制健全的國家，能夠合法被僱傭（勞動）的年齡有嚴格的法律規定，一般規定允許工作的年齡下限，對所有能夠被僱傭潛力的社會人群可以稱之為「勞動力」（提供勞力的人則稱為「勞工」）。,,社會-社會,,,,工作人口,kang-tsok jîn-kháu
100166,工具書,專供查考資料而編纂的書籍。如字典、書目、索引等。,,語文-國語文,語文-國語文,語文-國語文,,工具冊,kang-kū-tsheh kang-khū-tsheh
100167,工商業,工業和商業的總稱。,,社會-社會,社會-社會,社會-地理,社會-歷史 社會-地理,工商業,kang-siong-gia̍p
100168,工商業社會,以工業、商業做為其經濟主導以及主要生產力的社會。,,,社會-社會,社會-地理,社會-歷史,工商業社會,kang-siong-gia̍p siā-huē
100169,工業,運用技術知識、利用人力或機器，大量生產器具物品的謀利組織。,,社會-社會,社會-社會,社會-歷史 社會-地理,社會-歷史 社會-地理,工業,kang-gia̍p
100170,工業日本、農業臺灣,臺灣為日本的殖民地，臺灣的建設一切都以母國的利益為優先考量，在經濟發展上形成所謂「農業臺灣、工業日本」的經濟政策。 ,,,社會-社會,社會-歷史,社會-歷史,工業日本、農業臺灣,kang-gia̍p Ji̍t-pún、lông-gia̍p Tâi-uân
100171,工業革命,歐美工業界於十八、九世紀間因機械技術進步，而以機器代替手工來生產的變革。最初發生於英國，後漸推及於世界各國。,,,社會-社會,社會-歷史,社會-歷史 社會-地理 社會-公民與社會,工業革命,kang-gia̍p kik-bīng
100172,工業區,為配合工業生產及發展而規劃的地區。,,,社會-社會,社會-歷史 社會-地理,社會-地理,工業區,kang-gia̍p-khu
100173,干欄式房屋,木構建築的一種結構形式，主要用於潮濕地區。其主要特徵是將房屋的底層用較短的柱子架空，柱端上鋪木板，形成室內的地面，地板之上架設類似穿斗式結構的木構架。,,,社會-社會,,,干欄式房屋,kan-nuâ-sik pâng-ok
100174,弓步,武術的基本動作之一。其方法為前腿屈膝成九十度，後腿則打直。因前腿彎曲如弓，後腿斜挺如箭，故有此稱。也稱為「弓箭步」。,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-體育,,弓步,king-pōo kiong-pōo
100175,不可再生資源,不可更新資源即不可再生資源，指經人類開發利用後，在相當長的時期內不可能再生的自然資源。不可更新資源的形成、再生過程非常的緩慢，相對於人類歷史而言，幾乎不可再生。,,,自然科學-自然科學,,,袂當再生資源,bē-tàng tsài-sing tsu-guân
100176,不完全變態,昆蟲發育的一種類型。此類型的昆蟲發育包括三個階段：卵、稚蟲和成蟲。三個階段之間的是逐漸變化的，沒有蛹這個階段。,,自然科學-自然科學,,自然科學-生物,,無完全變態,bô uân-tsuân piàn-thài
100177,不良導體,不易導電的物體。,,自然科學-自然科學,,自然科學-理化,,不良導體,put-liông tō-thé
100178,不退位,n位數減n或n位數，仍等於n位數。,數學-數學,,,,,無退位,bô-thè-uī
100179,不進位,n位數加n或n位數，仍等於n位數。,,數學-數學,,,,無進位,bô-tsìn-uī
100180,中元節,農曆七月十五日。本來是道教的三官大帝中的「地官大帝」的誕辰。道教會在這一天舉行普渡，祈請為亡靈赦罪。佛教傳入後又以此日為「盂蘭盆節」。相傳到了這一天，閻羅王會打開地獄之門「鬼門關」，讓關押的鬼類出來自由活動。因此，民間盛行為死去的親人舉行超渡法事，以消災祈福，化解怨氣。並有如放河燈、搶孤等習俗，也稱為「盂蘭盆節」、「鬼節」。,,社會-社會,社會-社會,,,中元 七月半,Tiong-guân Tshit-gue̍h-puànn
100181,中日戰爭,中國抗日戰爭，即日本侵華戰爭，史稱八年抗戰。,,,社會-社會,社會-歷史,社會-歷史,中日戰爭,Tiong-Ji̍t Tsiàn-tsing
100182,中央山地,雪山山脈、中央山脈、阿里山山脈、玉山山脈統稱為中央山地，臺灣主要河川大多發源於此。,,,社會-社會,,,中央山脈,Tiong-iong Suann-me̍h Tiong-iang Suann-me̍h
100183,中央山脈,"山脈名。綿亙於臺灣中央偏東的主要山脈，範圍約占全島面積的一半。長約270公里，寬約80公里。第一高峰為秀姑巒山，高3,825公尺。",,社會-社會,社會-社會,社會-地理,,中央山脈,Tiong-iong Suann-me̍h Tiong-iang Suann-me̍h
100184,中央政府,一國國家政權的最高領導機構。現今世界各國，多以建都所在地為中央政府所在地。,,,社會-社會,社會-公民與社會,社會-歷史 社會-公民與社會,中央政府,tiong-iong tsìng-hú
100185,中央氣象局,我國預測氣象、發布地震報告、觀測天象及纂修曆法的機關。隸屬於交通部。簡稱「氣象局」。,,自然科學-自然科學,自然科學-自然科學,,自然科學-地球科學,中央氣象局,Tiong-iong Khì-siōng-kio̍k
100186,中沙群島,群島名。我國南海諸島中四大群島之一，隸屬於海南島。位於西沙群島東南，分布略成橢圓形。為一群尚未露出水面的珊瑚礁灘。,,,社會-社會,社會-地理,,中沙群島,Tiong-sua kûn-tó
100187,中性,不偏於任何一方的性質。如非酸性非鹼性的化合物，無雌雄蕊的植物，無雌雄性的動物，無陰陽可分的名詞等。,,,自然科學-自然科學,自然科學-理化,自然科學-化學,中性,tiong-sìng
100188,中性水溶液,把水溶液滴到紅、藍色的石蕊試紙，都不會使試紙變色的，稱為中性水溶液。,,自然科學-自然科學,,自然科學-理化,,中性水溶液,tiong-sìng tsuí-iông-i̍k
100189,中板,適度的；中庸的，就是不要太強不要太弱；不太快更是不能太慢。,,藝術-藝術,,藝術-音樂,,中板,tiong-pán
100190,中法戰爭,清光緒十年（西元1884），中國和法國因安南事件所引起的戰役。次年議和，訂立中法天津和約，越南自此淪為法國的殖民地。也稱為「甲申之役」。,,,社會-社會,,,清法戰爭,Tshing-Huat Tsiàn-tsing
100191,中秋節,農曆八月十五日。因居秋季三月之中，故稱為「中秋節」，民俗於是日全家團聚，吃月餅賞月。也稱為「八月節」、「團圓節」、「秋節」、「中秋」。,,社會-社會,,,,中秋節 中秋 八月節,Tiong-tshiu-tseh Tiong-tshiu Peh-gue̍h-tseh
100192,中音域,大多人或樂器均能達到的音域。,,藝術-藝術,,藝術-音樂,,中音域,tiong-im-hi̍k tiong-im-i̍k
100194,中國指南針,一種利用磁針常指向南北的特性所製的儀器。,,,社會-社會,,,羅經 羅針 指南針 子午針,lô-kenn lô-tsiam tsí-lâm-tsiam tsú-ngóo-tsiam
100195,中游,河流介於上游與下游之間的一段。,,,自然科學-自然科學,,,中游,tiong-iû
100196,中華文化,是中國、大中華地區的文化體系，其最早的形式為發展於黃河流域的中原地區的中原文化，後來經過長時間的歷史演變，以及期間不斷的與外族的文化融合，形成了今日所知的中華文化，指以漢文化為主體的包括眾多少數民族文化的文明。,,語文-國語文 社會-社會,社會-社會,社會-歷史,語文-國語文 社會-歷史,中華文化,Tiong-huâ bûn-huà
