hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
慢分,bān-hun,25,bān-hun,ban7hun1,ban7hun1,banhun,banhun,bh,bh
懸球,kuân-kiû,25,koân-kiû,kuan5kiu5,koan5kiu5,kuankiu,koankiu,kk,kk
截圖,tsia̍t-tôo,25,chia̍t-tô͘,tsiat8too5,chiat8too5,tsiattoo,chiattoo,tt,ct
房貸,pâng-tāi,25,pâng-tāi,pang5tai7,pang5tai7,pangtai,pangtai,pt,pt
手球,tshiú-kiû,25,chhiú-kiû,tshiu2kiu5,chhiu2kiu5,tshiukiu,chhiukiu,tk,ck
打席,tánn-sik,25,táⁿ-sek,tann2sik4,tann2sek4,tannsik,tannsek,ts,ts
打擊,tánn-kik,25,táⁿ-kek,tann2kik4,tann2kek4,tannkik,tannkek,tk,tk
打數,tánn-sòo,25,táⁿ-sò͘,tann2soo3,tann2soo3,tannsoo,tannsoo,ts,ts
打點,tánn-tiám,25,táⁿ-tiám,tann2tiam2,tann2tiam2,tanntiam,tanntiam,tt,tt
承球,sîn-kiû,25,sîn-kiû,sin5kiu5,sin5kiu5,sinkiu,sinkiu,sk,sk
投手,tâu-tshiú,25,tâu-chhiú,tau5tshiu2,tau5chhiu2,tautshiu,tauchhiu,tt,tc
抹匙,buah-sî,25,boah-sî,buah4si5,boah4si5,buahsi,boahsi,bs,bs
抹茶,buah-tê,25,boah-tê,buah4te5,boah4te5,buahte,boahte,bt,bt
抹面,buah-bīn,25,boah-bīn,buah4bin7,boah4bin7,buahbin,boahbin,bb,bb
抾線,khioh-suànn,25,khioh-sòaⁿ,khioh4suann3,khioh4soann3,khiohsuann,khiohsoann,ks,ks
拖選,thua-suán,25,thoa-soán,thua1suan2,thoa1soan2,thuasuan,thoasoan,ts,ts
拜登,pài-ting,25,pài-teng,pai3ting1,pai3teng1,paiting,paiteng,pt,pt
拳法,kûn-huat,25,kûn-hoat,kun5huat4,kun5hoat4,kunhuat,kunhoat,kh,kh
拿鐵,la-thé,25,la-thé,la1the2,la1the2,lathe,lathe,lt,lt
持妝,tshî-tsong,25,chhî-chong,tshi5tsong1,chhi5chong1,tshitsong,chhichong,tt,cc
挵球,lòng-kiû,25,lòng-kiû,long3kiu5,long3kiu5,longkiu,longkiu,lk,lk
捕手,póo-tshiú,25,pó͘-chhiú,poo2tshiu2,poo2chhiu2,pootshiu,poochhiu,pt,pc
捕殺,póo-sat,25,pó͘-sat,poo2sat4,poo2sat4,poosat,poosat,ps,ps
捕逸,póo-i̍k,25,pó͘-e̍k,poo2ik8,poo2ek8,pooik,pooek,pi,pe
捘卵,tsūn-nn̄g,25,chūn-nn̄g,tsun7nng7,chun7nng7,tsunnng,chunnng,tn,cn
捲條,kńg-tiâu,25,kńg-tiâu,kng2tiau5,kng2tiau5,kngtiau,kngtiau,kt,kt
授權,siū-khuân,25,siū-khoân,siu7khuan5,siu7khoan5,siukhuan,siukhoan,sk,sk
掠夯,lia̍h-giâ,25,lia̍h-giâ,liah8gia5,liah8gia5,liahgia,liahgia,lg,lg
接球,tsiap-kiû,25,chiap-kiû,tsiap4kiu5,chiap4kiu5,tsiapkiu,chiapkiu,tk,ck
推進,thui-tsín,25,thui-chín,thui1tsin2,thui1chin2,thuitsin,thuichin,tt,tc
掰會,pué-huē,25,póe-hōe,pue2hue7,poe2hoe7,puehue,poehoe,ph,ph
換逝,uānn-tsuā,25,ōaⁿ-chōa,uann7tsua7,oann7choa7,uanntsua,oannchoa,ut,oc
揤鈕,tshi̍h-liú,25,chhi̍h-liú,tshih8liu2,chhih8liu2,tshihliu,chhihliu,tl,cl
揹摔,phāinn-siak,25,phāiⁿ-siak,phainn7siak4,phainn7siak4,phainnsiak,phainnsiak,ps,ps
搖桿,iô-kuáinn,25,iô-koáiⁿ,io5kuainn2,io5koainn2,iokuainn,iokoainn,ik,ik
搜揣,tshiau-tshuē,25,chhiau-chhōe,tshiau1tshue7,chhiau1chhoe7,tshiautshue,chhiauchhoe,tt,cc
搜揣,tshiau-tshē,25,chhiau-chhē,tshiau1tshe7,chhiau1chhe7,tshiautshe,chhiauchhe,tt,cc
搭粉,tah-hún,25,tah-hún,tah4hun2,tah4hun2,tahhun,tahhun,th,th
摃球,kòng-kiû,25,kòng-kiû,kong3kiu5,kong3kiu5,kongkiu,kongkiu,kk,kk
摔技,siak-ki,25,siak-ki,siak4ki1,siak4ki1,siakki,siakki,sk,sk
摔法,siak-huat,25,siak-hoat,siak4huat4,siak4hoat4,siakhuat,siakhoat,sh,sh
摸著,bong-tio̍h,25,bong-tio̍h,bong1tioh8,bong1tioh8,bongtioh,bongtioh,bt,bt
擊劍,kik-kiàm,25,kek-kiàm,kik4kiam3,kek4kiam3,kikkiam,kekkiam,kk,kk
擊球,kik-kiû,25,kek-kiû,kik4kiu5,kek4kiu5,kikkiu,kekkiu,kk,kk
擋皺,tòng-jiâu,25,tòng-jiâu,tong3jiau5,tong3jiau5,tongjiau,tongjiau,tj,tj
擋皺,tòng-liâu,25,tòng-liâu,tong3liau5,tong3liau5,tongliau,tongliau,tl,tl
攀岩,phan-giâm,25,phan-giâm,phan1giam5,phan1giam5,phangiam,phangiam,pg,pg
攔閘,nuâ-tsa̍h,25,nôa-cha̍h,nua5tsah8,noa5chah8,nuatsah,noachah,nt,nc
收賄,siu-hué,25,siu-hóe,siu1hue2,siu1hoe2,siuhue,siuhoe,sh,sh
放箭,pàng-tsìnn,25,pàng-chìⁿ,pang3tsinn3,pang3chinn3,pangtsinn,pangchinn,pt,pc
敗投,pāi-tâu,25,pāi-tâu,pai7tau5,pai7tau5,paitau,paitau,pt,pt
散打,sàn-tánn,25,sàn-táⁿ,san3tann2,san3tann2,santann,santann,st,st
敬遠,kìng-uán,25,kèng-oán,king3uan2,keng3oan2,kinguan,kengoan,ku,ko
斜體,tshiâ-thé,25,chhiâ-thé,tshia5the2,chhia5the2,tshiathe,chhiathe,tt,ct
斷食,tn̄g-si̍t,25,tn̄g-si̍t,tng7sit8,tng7sit8,tngsit,tngsit,ts,ts
早鳥,tsá-niáu,25,chá-niáu,tsa2niau2,cha2niau2,tsaniau,chaniau,tn,cn
明膠,bîng-ka,25,bêng-ka,bing5ka1,beng5ka1,bingka,bengka,bk,bk
晉級,tsìn-kip,25,chìn-kip,tsin3kip4,chin3kip4,tsinkip,chinkip,tk,ck
暖男,luán-lâm,25,loán-lâm,luan2lam5,loan2lam5,luanlam,loanlam,ll,ll
暗擊,àm-kik,25,àm-kek,am3kik4,am3kek4,amkik,amkek,ak,ak
暗碼,àm-bé,25,àm-bé,am3be2,am3be2,ambe,ambe,ab,ab
暴傳,po̍k-thuân,25,po̍k-thoân,pok8thuan5,pok8thoan5,pokthuan,pokthoan,pt,pt
暴投,po̍k-tâu,25,po̍k-tâu,pok8tau5,pok8tau5,poktau,poktau,pt,pt
曲球,khiau-kiû,25,khiau-kiû,khiau1kiu5,khiau1kiu5,khiaukiu,khiaukiu,kk,kk
書籤,su-tshiam,25,su-chhiam,su1tshiam1,su1chhiam1,sutshiam,suchhiam,st,sc
書籤,tsu-tshiam,25,chu-chhiam,tsu1tshiam1,chu1chhiam1,tsutshiam,chuchhiam,tt,cc
書迷,tsu-bê,25,chu-bê,tsu1be5,chu1be5,tsube,chube,tb,cb
木球,bo̍k-kiû,25,bo̍k-kiû,bok8kiu5,bok8kiu5,bokkiu,bokkiu,bk,bk
松露,siông-lōo,25,siông-lō͘,siong5loo7,siong5loo7,siongloo,siongloo,sl,sl
板球,pán-kiû,25,pán-kiû,pan2kiu5,pan2kiu5,pankiu,pankiu,pk,pk
果凍,kó-tàng,25,kó-tàng,ko2tang3,ko2tang3,kotang,kotang,kt,kt
果膠,kó-ka,25,kó-ka,ko2ka1,ko2ka1,koka,koka,kk,kk
枝豆,ki-tāu,25,ki-tāu,ki1tau7,ki1tau7,kitau,kitau,kt,kt
柔術,jiû-su̍t,25,jiû-su̍t,jiu5sut8,jiu5sut8,jiusut,jiusut,js,js
柔道,jiû-tō,25,jiû-tō,jiu5to7,jiu5to7,jiuto,jiuto,jt,jt
柴狗,tshâ-káu,25,chhâ-káu,tsha5kau2,chha5kau2,tshakau,chhakau,tk,ck
栓窒,sng-that,25,sng-that,sng1that4,sng1that4,sngthat,sngthat,st,st
桌球,toh-kiû,25,toh-kiû,toh4kiu5,toh4kiu5,tohkiu,tohkiu,tk,tk
桌遊,toh-iû,25,toh-iû,toh4iu5,toh4iu5,tohiu,tohiu,ti,ti
條碼,tiâu-bé,25,tiâu-bé,tiau5be2,tiau5be2,tiaube,tiaube,tb,tb
棍術,kùn-su̍t,25,kùn-su̍t,kun3sut8,kun3sut8,kunsut,kunsut,ks,ks
棒球,pāng-kiû,25,pāng-kiû,pang7kiu5,pang7kiu5,pangkiu,pangkiu,pk,pk
棗仔,tsó-á,25,chó-á,tso2a2,cho2a2,tsoa,choa,ta,ca
棲地,tshe-tuē,25,chhe-tōe,tshe1tue7,chhe1toe7,tshetue,chhetoe,tt,ct
棲地,tshe-tē,25,chhe-tē,tshe1te7,chhe1te7,tshete,chhete,tt,ct
椰果,iâ-kó,25,iâ-kó,ia5ko2,ia5ko2,iako,iako,ik,ik
椰漿,iâ-tsiunn,25,iâ-chiuⁿ,ia5tsiunn1,ia5chiunn1,iatsiunn,iachiunn,it,ic
槌球,thuî-kiû,25,thûi-kiû,thui5kiu5,thui5kiu5,thuikiu,thuikiu,tk,tk
槍術,tshiunn-su̍t,25,chhiuⁿ-su̍t,tshiunn1sut8,chhiunn1sut8,tshiunnsut,chhiunnsut,ts,cs
槓鈴,kǹg-lîng,25,kǹg-lêng,kng3ling5,kng3leng5,kngling,kngleng,kl,kl
標槍,pio-tshiunn,25,pio-chhiuⁿ,pio1tshiunn1,pio1chhiunn1,piotshiunn,piochhiunn,pt,pc
標題,piau-tuê,25,piau-tôe,piau1tue5,piau1toe5,piautue,piautoe,pt,pt
標題,piau-tê,25,piau-tê,piau1te5,piau1te5,piaute,piaute,pt,pt
模板,bôo-pán,25,bô͘-pán,boo5pan2,boo5pan2,boopan,boopan,bp,bp
樹掛,tshiū-kuà,25,chhiū-kòa,tshiu7kua3,chhiu7koa3,tshiukua,chhiukoa,tk,ck
橋牌,kiô-pâi,25,kiô-pâi,kio5pai5,kio5pai5,kiopai,kiopai,kp,kp
檢視,kiám-sī,25,kiám-sī,kiam2si7,kiam2si7,kiamsi,kiamsi,ks,ks
歇暝,hioh-mê,25,hioh-mê,hioh4me5,hioh4me5,hiohme,hiohme,hm,hm
歇暝,hioh-mî,25,hioh-mî,hioh4mi5,hioh4mi5,hiohmi,hiohmi,hm,hm
正向,tsiànn-hiòng,25,chiàⁿ-hiòng,tsiann3hiong3,chiann3hiong3,tsiannhiong,chiannhiong,th,ch
正子,tsiànn-jí,25,chiàⁿ-jí,tsiann3ji2,chiann3ji2,tsiannji,chiannji,tj,cj
正子,tsiànn-lí,25,chiàⁿ-lí,tsiann3li2,chiann3li2,tsiannli,chiannli,tl,cl
正投,tsiànn-tâu,25,chiàⁿ-tâu,tsiann3tau5,chiann3tau5,tsianntau,chianntau,tt,ct
正拍,tsiànn-phah,25,chiàⁿ-phah,tsiann3phah4,chiann3phah4,tsiannphah,chiannphah,tp,cp
正支,tsiànn-ki,25,chiàⁿ-ki,tsiann3ki1,chiann3ki1,tsiannki,chiannki,tk,ck
正齒,tsiànn-khí,25,chiàⁿ-khí,tsiann3khi2,chiann3khi2,tsiannkhi,chiannkhi,tk,ck
武術,bú-su̍t,25,bú-su̍t,bu2sut8,bu2sut8,busut,busut,bs,bs
歹球,pháinn-kiû,25,pháiⁿ-kiû,phainn2kiu5,phainn2kiu5,phainnkiu,phainnkiu,pk,pk
殘壘,tsân-luí,25,chân-lúi,tsan5lui2,chan5lui2,tsanlui,chanlui,tl,cl
段位,tuānn-uī,25,tōaⁿ-ūi,tuann7ui7,toann7ui7,tuannui,toannui,tu,tu
段落,tuānn-lo̍h,25,tōaⁿ-lo̍h,tuann7loh8,toann7loh8,tuannloh,toannloh,tl,tl
殺球,sat-kiû,25,sat-kiû,sat4kiu5,sat4kiu5,satkiu,satkiu,sk,sk
毛筅,mn̂g-tshíng,25,mn̂g-chhéng,mng5tshing2,mng5chheng2,mngtshing,mngchheng,mt,mc
毛豆,môo-tāu,25,mô͘-tāu,moo5tau7,moo5tau7,mootau,mootau,mt,mt
氣糋,khì-tsìnn,25,khì-chìⁿ,khi3tsinn3,khi3chinn3,khitsinn,khichinn,kt,kc
水球,tsuí-kiû,25,chúi-kiû,tsui2kiu5,chui2kiu5,tsuikiu,chuikiu,tk,ck
水蓮,tsuí-liân,25,chúi-liân,tsui2lian5,chui2lian5,tsuilian,chuilian,tl,cl
水螅,tsuí-sik,25,chúi-sek,tsui2sik4,chui2sek4,tsuisik,chuisek,ts,cs
水豬,tsuí-ti,25,chúi-ti,tsui2ti1,chui2ti1,tsuiti,chuiti,tt,ct
水豬,tsuí-tu,25,chúi-tu,tsui2tu1,chui2tu1,tsuitu,chuitu,tt,ct
決賽,kuat-sài,25,koat-sài,kuat4sai3,koat4sai3,kuatsai,koatsai,ks,ks
沉球,tîm-kiû,25,tîm-kiû,tim5kiu5,tim5kiu5,timkiu,timkiu,tk,tk
沙拉,sa-la,25,sa-la,sa1la1,sa1la1,sala,sala,sl,sl
河內,hô-luē,25,hô-lōe,ho5lue7,ho5loe7,holue,holoe,hl,hl
油鯃,iû-ngôo,25,iû-ngô͘,iu5ngoo5,iu5ngoo5,iungoo,iungoo,in,in
法鬥,huat-tàu,25,hoat-tàu,huat4tau3,hoat4tau3,huattau,hoattau,ht,ht
泛舟,huàn-tsiu,25,hoàn-chiu,huan3tsiu1,hoan3chiu1,huantsiu,hoanchiu,ht,hc
泡芙,phàu-hû,25,phàu-hû,phau3hu5,phau3hu5,phauhu,phauhu,ph,ph
泰拳,thài-kûn,25,thài-kûn,thai3kun5,thai3kun5,thaikun,thaikun,tk,tk
浮粉,phû-hún,25,phû-hún,phu5hun2,phu5hun2,phuhun,phuhun,ph,ph
浸油,tsìm-iû,25,chìm-iû,tsim3iu5,chim3iu5,tsimiu,chimiu,ti,ci
液化,i̍k-huà,25,e̍k-hòa,ik8hua3,ek8hoa3,ikhua,ekhoa,ih,eh
涼麵,liâng-mī,25,liâng-mī,liang5mi7,liang5mi7,liangmi,liangmi,lm,lm
淋巴,lîm-pa,25,lîm-pa,lim5pa1,lim5pa1,limpa,limpa,lp,lp
淡斑,tām-pan,25,tām-pan,tam7pan1,tam7pan1,tampan,tampan,tp,tp
深跍,tshim-khû,25,chhim-khû,tshim1khu5,chhim1khu5,tshimkhu,chhimkhu,tk,ck
游標,iû-phiau,25,iû-phiau,iu5phiau1,iu5phiau1,iuphiau,iuphiau,ip,ip
游標,iû-piau,25,iû-piau,iu5piau1,iu5piau1,iupiau,iupiau,ip,ip
湯餃,thng-kiáu,25,thng-kiáu,thng1kiau2,thng1kiau2,thngkiau,thngkiau,tk,tk
滑球,ku̍t-kiû,25,ku̍t-kiû,kut8kiu5,kut8kiu5,kutkiu,kutkiu,kk,kk
滑鼠,ku̍t-tshí,25,ku̍t-chhí,kut8tshi2,kut8chhi2,kuttshi,kutchhi,kt,kc
滑鼠,ku̍t-tshú,25,ku̍t-chhú,kut8tshu2,kut8chhu2,kuttshu,kutchhu,kt,kc
滾輪,kún-lûn,25,kún-lûn,kun2lun5,kun2lun5,kunlun,kunlun,kl,kl
漏球,lāu-kiû,25,lāu-kiû,lau7kiu5,lau7kiu5,laukiu,laukiu,lk,lk
漸層,tsiām-tsân,25,chiām-chân,tsiam7tsan5,chiam7chan5,tsiamtsan,chiamchan,tt,cc
灌籃,kuàn-nâ,25,koàn-nâ,kuan3na5,koan3na5,kuanna,koanna,kn,kn
火腿,hué-thuí,25,hóe-thúi,hue2thui2,hoe2thui2,huethui,hoethui,ht,ht
火腿,hé-thuí,25,hé-thúi,he2thui2,he2thui2,hethui,hethui,ht,ht
炊飯,tshe-pn̄g,25,chhe-pn̄g,tshe1png7,chhe1png7,tshepng,chhepng,tp,cp
炊飯,tshue-pn̄g,25,chhoe-pn̄g,tshue1png7,chhoe1png7,tshuepng,chhoepng,tp,cp
烏麥,oo-be̍h,25,o͘-be̍h,oo1beh8,oo1beh8,oobeh,oobeh,ob,ob
烘焙,hang-puē,25,hang-pōe,hang1pue7,hang1poe7,hangpue,hangpoe,hp,hp
烘焙,hang-pē,25,hang-pē,hang1pe7,hang1pe7,hangpe,hangpe,hp,hp
烘箱,hang-siunn,25,hang-siuⁿ,hang1siunn1,hang1siunn1,hangsiunn,hangsiunn,hs,hs
烘雞,hang-ke,25,hang-ke,hang1ke1,hang1ke1,hangke,hangke,hk,hk
烘雞,hang-kue,25,hang-koe,hang1kue1,hang1koe1,hangkue,hangkoe,hk,hk
焐卡,ù-khah,25,ù-khah,u3khah4,u3khah4,ukhah,ukhah,uk,uk
焙果,puē-kó,25,pōe-kó,pue7ko2,poe7ko2,pueko,poeko,pk,pk
焙果,pē-kó,25,pē-kó,pe7ko2,pe7ko2,peko,peko,pk,pk
焙茶,puē-tê,25,pōe-tê,pue7te5,poe7te5,puete,poete,pt,pt
焙茶,pē-tê,25,pē-tê,pe7te5,pe7te5,pete,pete,pt,pt
焦距,tsiau-kī,25,chiau-kī,tsiau1ki7,chiau1ki7,tsiauki,chiauki,tk,ck
焦距,tsiau-kū,25,chiau-kū,tsiau1ku7,chiau1ku7,tsiauku,chiauku,tk,ck
煎包,tsian-pau,25,chian-pau,tsian1pau1,chian1pau1,tsianpau,chianpau,tp,cp
煎餅,tsian-piánn,25,chian-piáⁿ,tsian1piann2,chian1piann2,tsianpiann,chianpiann,tp,cp
煙雞,ian-ke,25,ian-ke,ian1ke1,ian1ke1,ianke,ianke,ik,ik
煙雞,ian-kue,25,ian-koe,ian1kue1,ian1koe1,iankue,iankoe,ik,ik
熊市,hîm-tshī,25,hîm-chhī,him5tshi7,him5chhi7,himtshi,himchhi,ht,hc
熱量,jia̍t-liōng,25,jia̍t-liōng,jiat8liong7,jiat8liong7,jiatliong,jiatliong,jl,jl
熱量,lia̍t-liōng,25,lia̍t-liōng,liat8liong7,liat8liong7,liatliong,liatliong,ll,ll
熱點,jia̍t-tiám,25,jia̍t-tiám,jiat8tiam2,jiat8tiam2,jiattiam,jiattiam,jt,jt
熱點,lia̍t-tiám,25,lia̍t-tiám,liat8tiam2,liat8tiam2,liattiam,liattiam,lt,lt
熱齒,jia̍t-khí,25,jia̍t-khí,jiat8khi2,jiat8khi2,jiatkhi,jiatkhi,jk,jk
燕麥,iàn-be̍h,25,iàn-be̍h,ian3beh8,ian3beh8,ianbeh,ianbeh,ib,ib
牚夯,thènn-giâ,25,thèⁿ-giâ,thenn3gia5,thenn3gia5,thenngia,thenngia,tg,tg
牚夯,thìnn-giâ,25,thìⁿ-giâ,thinn3gia5,thinn3gia5,thinngia,thinngia,tg,tg
牛市,gû-tshī,25,gû-chhī,gu5tshi7,gu5chhi7,gutshi,guchhi,gt,gc
牛棚,gû-pênn,25,gû-pêⁿ,gu5penn5,gu5penn5,gupenn,gupenn,gp,gp
牛棚,gû-pînn,25,gû-pîⁿ,gu5pinn5,gu5pinn5,gupinn,gupinn,gp,gp
牽制,khan-tsè,25,khan-chè,khan1tse3,khan1che3,khantse,khanche,kt,kc
犯規,huān-kui,25,hoān-kui,huan7kui1,hoan7kui1,huankui,hoankui,hk,hk
狐獴,hôo-bông,25,hô͘-bông,hoo5bong5,hoo5bong5,hoobong,hoobong,hb,hb
狒狒,huì-huì,25,hùi-hùi,hui3hui3,hui3hui3,huihui,huihui,hh,hh
猴珠,kâu-tsu,25,kâu-chu,kau5tsu1,kau5chu1,kautsu,kauchu,kt,kc
珠光,tsu-kng,25,chu-kng,tsu1kng1,chu1kng1,tsukng,chukng,tk,ck
球童,kiû-tông,25,kiû-tông,kiu5tong5,kiu5tong5,kiutong,kiutong,kt,kt
球迷,kiû-bê,25,kiû-bê,kiu5be5,kiu5be5,kiube,kiube,kb,kb
球速,kiû-sok,25,kiû-sok,kiu5sok4,kiu5sok4,kiusok,kiusok,ks,ks
甘地,kam-tī,25,kam-tī,kam1ti7,kam1ti7,kamti,kamti,kt,kt
甜菜,tinn-tshài,25,tiⁿ-chhài,tinn1tshai3,tinn1chhai3,tinntshai,tinnchhai,tt,tc
田徑,tiân-kìng,25,tiân-kèng,tian5king3,tian5keng3,tianking,tiankeng,tk,tk
甲烷,kah-uân,25,kah-oân,kah4uan5,kah4oan5,kahuan,kahoan,ku,ko
甲醇,kah-sûn,25,kah-sûn,kah4sun5,kah4sun5,kahsun,kahsun,ks,ks
番鼠,huan-tshí,25,hoan-chhí,huan1tshi2,hoan1chhi2,huantshi,hoanchhi,ht,hc
番鼠,huan-tshú,25,hoan-chhú,huan1tshu2,hoan1chhu2,huantshu,hoanchhu,ht,hc
畫素,uē-sòo,25,ōe-sò͘,ue7soo3,oe7soo3,uesoo,oesoo,us,os
畫素,uī-sòo,25,ūi-sò͘,ui7soo3,ui7soo3,uisoo,uisoo,us,us
畫質,uē-tsit,25,ōe-chit,ue7tsit4,oe7chit4,uetsit,oechit,ut,oc
畫質,uī-tsit,25,ūi-chit,ui7tsit4,ui7chit4,uitsit,uichit,ut,uc
病尾,pēnn-bué,25,pēⁿ-bóe,penn7bue2,penn7boe2,pennbue,pennboe,pb,pb
病尾,pēnn-bé,25,pēⁿ-bé,penn7be2,penn7be2,pennbe,pennbe,pb,pb
登入,ting-ji̍p,25,teng-ji̍p,ting1jip8,teng1jip8,tingjip,tengjip,tj,tj
登出,ting-tshut,25,teng-chhut,ting1tshut4,teng1chhut4,tingtshut,tengchhut,tt,tc
登板,ting-pán,25,teng-pán,ting1pan2,teng1pan2,tingpan,tengpan,tp,tp
發球,huat-kiû,25,hoat-kiû,huat4kiu5,hoat4kiu5,huatkiu,hoatkiu,hk,hk
白醬,pe̍h-tsiùnn,25,pe̍h-chiùⁿ,peh8tsiunn3,peh8chiunn3,pehtsiunn,pehchiunn,pt,pc
盜壘,tō-luí,25,tō-lúi,to7lui2,to7lui2,tolui,tolui,tl,tl
監交,kàm-kau,25,kàm-kau,kam3kau1,kam3kau1,kamkau,kamkau,kk,kk
盤舌,puânn-tsi̍h,25,pôaⁿ-chi̍h,puann5tsih8,poann5chih8,puanntsih,poannchih,pt,pc
目巡,ba̍k-sûn,25,ba̍k-sûn,bak8sun5,bak8sun5,baksun,baksun,bs,bs
目彩,ba̍k-tshái,25,ba̍k-chhái,bak8tshai2,bak8chhai2,baktshai,bakchhai,bt,bc
直播,ti̍t-pò,25,ti̍t-pò,tit8po3,tit8po3,titpo,titpo,tp,tp
直球,ti̍t-kiû,25,ti̍t-kiû,tit8kiu5,tit8kiu5,titkiu,titkiu,tk,tk
相偃,sio-ián,25,sio-ián,sio1ian2,sio1ian2,sioian,sioian,si,si
眼影,gán-iánn,25,gán-iáⁿ,gan2iann2,gan2iann2,ganiann,ganiann,gi,gi
眼膜,gán-mo̍oh,25,gán-mo̍͘h,gan2mooh8,gan2mooh8,ganmooh,ganmooh,gm,gm
眼霜,gán-song,25,gán-song,gan2song1,gan2song1,gansong,gansong,gs,gs
短跑,té-pháu,25,té-pháu,te2phau2,te2phau2,tephau,tephau,tp,tp
石滬,tsio̍h-hōo,25,chio̍h-hō͘,tsioh8hoo7,chioh8hoo7,tsiohhoo,chiohhoo,th,ch
矽砂,si̍k-sua,25,se̍k-soa,sik8sua1,sek8soa1,siksua,seksoa,ss,ss
硩線,teh-suànn,25,teh-sòaⁿ,teh4suann3,teh4soann3,tehsuann,tehsoann,ts,ts
硬夯,ngē-giâ,25,ngē-giâ,nge7gia5,nge7gia5,ngegia,ngegia,ng,ng
硬夯,ngī-giâ,25,ngī-giâ,ngi7gia5,ngi7gia5,ngigia,ngigia,ng,ng
硬體,ngī-thé,25,ngī-thé,ngi7the2,ngi7the2,ngithe,ngithe,nt,nt
磕網,kha̍p-bāng,25,kha̍p-bāng,khap8bang7,khap8bang7,khapbang,khapbang,kb,kb
磕著,kha̍p-tio̍h,25,kha̍p-tio̍h,khap8tioh8,khap8tioh8,khaptioh,khaptioh,kt,kt
社畜,siā-thiok,25,siā-thiok,sia7thiok4,sia7thiok4,siathiok,siathiok,st,st
移工,î-kang,25,î-kang,i5kang1,i5kang1,ikang,ikang,ik,ik
競行,kìng-kiânn,25,kèng-kiâⁿ,king3kiann5,keng3kiann5,kingkiann,kengkiann,kk,kk
競行,kīng-kiânn,25,kēng-kiâⁿ,king7kiann5,keng7kiann5,kingkiann,kengkiann,kk,kk
笑痕,tshiò-hûn,25,chhiò-hûn,tshio3hun5,chhio3hun5,tshiohun,chhiohun,th,ch
笑豆,tshiò-tāu,25,chhiò-tāu,tshio3tau7,chhio3tau7,tshiotau,chhiotau,tt,ct
箭靶,tsìnn-pé,25,chìⁿ-pé,tsinn3pe2,chinn3pe2,tsinnpe,chinnpe,tp,cp
篩選,thai-suán,25,thai-soán,thai1suan2,thai1soan2,thaisuan,thaisoan,ts,ts
米線,bí-suànn,25,bí-sòaⁿ,bi2suann3,bi2soann3,bisuann,bisoann,bs,bs
粉刺,hún-tshì,25,hún-chhì,hun2tshi3,hun2chhi3,huntshi,hunchhi,ht,hc
粉底,hún-tué,25,hún-tóe,hun2tue2,hun2toe2,huntue,huntoe,ht,ht
粉底,hún-té,25,hún-té,hun2te2,hun2te2,hunte,hunte,ht,ht
粉條,hún-tiâu,25,hún-tiâu,hun2tiau5,hun2tiau5,huntiau,huntiau,ht,ht
粉肝,hún-kuann,25,hún-koaⁿ,hun2kuann1,hun2koann1,hunkuann,hunkoann,hk,hk
粉腸,hún-tshiâng,25,hún-chhiâng,hun2tshiang5,hun2chhiang5,huntshiang,hunchhiang,ht,hc
粉膏,hún-ko,25,hún-ko,hun2ko1,hun2ko1,hunko,hunko,hk,hk
粉餅,hún-piánn,25,hún-piáⁿ,hun2piann2,hun2piann2,hunpiann,hunpiann,hp,hp
粗體,tshoo-thé,25,chho͘-thé,tshoo1the2,chhoo1the2,tshoothe,chhoothe,tt,ct
糋路,tsìnn-lōo,25,chìⁿ-lō͘,tsinn3loo7,chinn3loo7,tsinnloo,chinnloo,tl,cl
糖霜,thn̂g-sng,25,thn̂g-sng,thng5sng1,thng5sng1,thngsng,thngsng,ts,ts
紅牌,âng-pâi,25,âng-pâi,ang5pai5,ang5pai5,angpai,angpai,ap,ap
紅醬,âng-tsiùnn,25,âng-chiùⁿ,ang5tsiunn3,ang5chiunn3,angtsiunn,angchiunn,at,ac
紋斑,bûn-pan,25,bûn-pan,bun5pan1,bun5pan1,bunpan,bunpan,bp,bp
級差,kip-tsha,25,kip-chha,kip4tsha1,kip4chha1,kiptsha,kipchha,kt,kc
素肉,sòo-bah,25,sò͘-bah,soo3bah4,soo3bah4,soobah,soobah,sb,sb
素顏,sòo-gân,25,sò͘-gân,soo3gan5,soo3gan5,soogan,soogan,sg,sg
組手,tsoo-tshiú,25,cho͘-chhiú,tsoo1tshiu2,choo1chhiu2,tsootshiu,choochhiu,tt,cc
網址,bāng-tsí,25,bāng-chí,bang7tsi2,bang7chi2,bangtsi,bangchi,bt,bc
網球,bāng-kiû,25,bāng-kiû,bang7kiu5,bang7kiu5,bangkiu,bangkiu,bk,bk
網紅,bāng-âng,25,bāng-âng,bang7ang5,bang7ang5,bangang,bangang,ba,ba
網衝,bāng-tshìng,25,bāng-chhèng,bang7tshing3,bang7chheng3,bangtshing,bangchheng,bt,bc
緩刑,uān-hîng,25,oān-hêng,uan7hing5,oan7heng5,uanhing,oanheng,uh,oh
縮圖,sok-tôo,25,sok-tô͘,sok4too5,sok4too5,soktoo,soktoo,st,st
